file_name,invoice_id,invoice_number,invoice_date,due_date,vendor_name,vendor_address,buyer_name,buyer_address,buyer_email,buyer_phone,buyer_website,totals_subtotal,totals_discount,totals_taxes,totals_total_amount,bank_name,bank_address,bank_city,bank_state,bank_zip,bank_country,notes,terms,line_item_id,description,quantity,unit_price,amount,bank_branch_name,bank_account_number,bank_swift_code,vendor_email,vendor_gstin,vendor_website
82.json,,INV/24-39/636,2008-07-14,,Woods-Gibbs,"696 Thompson Forest, Ashleybury, AR 73994 US",Matthew Bryant,"83350 Garrett Ranch Apt. 037, Calderonhaven, UT 61669 US",mckenziesweeney@example.org,+(544)915-7875,http://www.brown.org/,1166.78,,,1154.02,,,,,,,,,,Concern anyone.,3.0,28.65,85.95,,,,amanda25@example.org,,
82.json,,INV/24-39/636,2008-07-14,,Woods-Gibbs,"696 Thompson Forest, Ashleybury, AR 73994 US",Matthew Bryant,"83350 Garrett Ranch Apt. 037, Calderonhaven, UT 61669 US",mckenziesweeney@example.org,+(544)915-7875,http://www.brown.org/,1166.78,,,1154.02,,,,,,,,,,Age vote wind.,3.0,70.32,210.96,,,,amanda25@example.org,,
82.json,,INV/24-39/636,2008-07-14,,Woods-Gibbs,"696 Thompson Forest, Ashleybury, AR 73994 US",Matthew Bryant,"83350 Garrett Ranch Apt. 037, Calderonhaven, UT 61669 US",mckenziesweeney@example.org,+(544)915-7875,http://www.brown.org/,1166.78,,,1154.02,,,,,,,,,,Store skin man.,6.0,69.64,417.84,,,,amanda25@example.org,,
83.json,,INV15023376,2016-01-17,,"Patton, Ortiz and Moore","07924 Daniel View, North Austinhaven, AK 96663 US",Kathy Wiggins,"21254 Smith Islands, Welchstad, VA 41341 US",marklee@example.com,+(050)429-6142,http://williams-wright.com/,,,,633.35,State Bank of California,,,,,,,,,Seat activity.,5.0,62.05,310.25,Raf CAMP,14150302.0,SBININBB250,wilsonadrienne@example.net,,www.PattonOrtizandMoore.org
83.json,,INV15023376,2016-01-17,,"Patton, Ortiz and Moore","07924 Daniel View, North Austinhaven, AK 96663 US",Kathy Wiggins,"21254 Smith Islands, Welchstad, VA 41341 US",marklee@example.com,+(050)429-6142,http://williams-wright.com/,,,,633.35,State Bank of California,,,,,,,,,Describe performance current.,1.0,62.63,62.63,Raf CAMP,14150302.0,SBININBB250,wilsonadrienne@example.net,,www.PattonOrtizandMoore.org
83.json,,INV15023376,2016-01-17,,"Patton, Ortiz and Moore","07924 Daniel View, North Austinhaven, AK 96663 US",Kathy Wiggins,"21254 Smith Islands, Welchstad, VA 41341 US",marklee@example.com,+(050)429-6142,http://williams-wright.com/,,,,633.35,State Bank of California,,,,,,,,,Land beautiful design.,3.0,82.04,246.12,Raf CAMP,14150302.0,SBININBB250,wilsonadrienne@example.net,,www.PattonOrtizandMoore.org
84.json,,6Y6M6d-599,2000-01-31,1994-08-30,"Berg, Ward and Wright","5776 Whitney Meadow, West Adriennebury, ID 40049 US",Courtney Powell,"52384 Ramos Forks, Bakerberg, OK 84132 US",johnterry@example.org,+(493)474-4388,http://baker-martin.com/,342.4,,14.43,339.92,,,,,,,Total in words: three hundred and thirty-nine point nine two,,,Reach former trip.,2.0,78.04,156.08,,,,,04AR0PO98743125,
84.json,,6Y6M6d-599,2000-01-31,1994-08-30,"Berg, Ward and Wright","5776 Whitney Meadow, West Adriennebury, ID 40049 US",Courtney Powell,"52384 Ramos Forks, Bakerberg, OK 84132 US",johnterry@example.org,+(493)474-4388,http://baker-martin.com/,342.4,,14.43,339.92,,,,,,,Total in words: three hundred and thirty-nine point nine two,,,Better catch forget.,1.0,83.33,83.33,,,,,04AR0PO98743125,
84.json,,6Y6M6d-599,2000-01-31,1994-08-30,"Berg, Ward and Wright","5776 Whitney Meadow, West Adriennebury, ID 40049 US",Courtney Powell,"52384 Ramos Forks, Bakerberg, OK 84132 US",johnterry@example.org,+(493)474-4388,http://baker-martin.com/,342.4,,14.43,339.92,,,,,,,Total in words: three hundred and thirty-nine point nine two,,,Note people.,3.0,34.33,102.99,,,,,04AR0PO98743125,
85.json,,7343-488,2002-03-30,2016-05-14,Richardson-Davis,"6479 Smith Causeway, East Camerontown, AS 38212 US",Angela Steele,"3072 Huang Wells Suite 779, South Stephen, NY 78533 US",jason82@example.com,+(323)154-0746,http://www.burgess.com/,141.72,2.37,5.32,140.08,State Bank of California,,,,,,Thank you for choosing us! Total in words: one hundred and forty point zero eight,Terms and Conditions: will be charged if payment is not made within the due date.,,Idea trip.,1.0,48.07,48.07,Raf CAMP,17408845.0,SBININBB250,,,
85.json,,7343-488,2002-03-30,2016-05-14,Richardson-Davis,"6479 Smith Causeway, East Camerontown, AS 38212 US",Angela Steele,"3072 Huang Wells Suite 779, South Stephen, NY 78533 US",jason82@example.com,+(323)154-0746,http://www.burgess.com/,141.72,2.37,5.32,140.08,State Bank of California,,,,,,Thank you for choosing us! Total in words: one hundred and forty point zero eight,Terms and Conditions: will be charged if payment is not made within the due date.,,Fly sound.,1.0,93.65,93.65,Raf CAMP,17408845.0,SBININBB250,,,
test_0.json,,INV64664304,2018-03-27,2006-06-27,,,,,,,,328.43,8.31,21.2,339.81,,,,,,,All payments to be made in cash.,Please send payment within 8 days of receiving this invoice. There will be a 2.5% interest charge per month on late invoices. Please include the Invoice number in your payment notes.,,Area family or air.,5.0,38.27,191.35,,,,lisa97@example.org,,
test_0.json,,INV64664304,2018-03-27,2006-06-27,,,,,,,,328.43,8.31,21.2,339.81,,,,,,,All payments to be made in cash.,Please send payment within 8 days of receiving this invoice. There will be a 2.5% interest charge per month on late invoices. Please include the Invoice number in your payment notes.,,Effort impact activity.,4.0,24.69,98.76,,,,lisa97@example.org,,
test_0.json,,INV64664304,2018-03-27,2006-06-27,,,,,,,,328.43,8.31,21.2,339.81,,,,,,,All payments to be made in cash.,Please send payment within 8 days of receiving this invoice. There will be a 2.5% interest charge per month on late invoices. Please include the Invoice number in your payment notes.,,From himself democratic.,2.0,19.16,38.32,,,,lisa97@example.org,,
test_1.json,,INV/18-33/725,2020-01-05,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Zachary White,"58389 Brian Vista, East Kathleen, MP 79793 US",costajoshua@example.com,+(345)741-8229,http://www.brennan.net/,560.46,,,570.33,,,,,,,,Total in words: five hundred and seventy point three three,,Present response far.,5.0,50.36,251.8,,,,,,
test_1.json,,INV/18-33/725,2020-01-05,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Zachary White,"58389 Brian Vista, East Kathleen, MP 79793 US",costajoshua@example.com,+(345)741-8229,http://www.brennan.net/,560.46,,,570.33,,,,,,,,Total in words: five hundred and seventy point three three,,Energy while tell.,6.0,16.61,99.66,,,,,,
test_1.json,,INV/18-33/725,2020-01-05,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Zachary White,"58389 Brian Vista, East Kathleen, MP 79793 US",costajoshua@example.com,+(345)741-8229,http://www.brennan.net/,560.46,,,570.33,,,,,,,,Total in words: five hundred and seventy point three three,,Fill.,4.0,52.25,209.0,,,,,,
test_10.json,,INV/01-62/982,2007-08-04,2001-01-15,"Kirk, Murphy and Daniels",,Austin Allen,"479 Kenneth Spring, Jacobport, FL 21911 US",pprice@example.org,+(540)523-0937,https://www.williams.com/,,,5.57,127.75,,,,,,,Total payment due in 14 days.,Total in words: one hundred and twenty-seven point seven five,,Maintain thing space.,1.0,60.17,60.17,,,,,,
test_10.json,,INV/01-62/982,2007-08-04,2001-01-15,"Kirk, Murphy and Daniels",,Austin Allen,"479 Kenneth Spring, Jacobport, FL 21911 US",pprice@example.org,+(540)523-0937,https://www.williams.com/,,,5.57,127.75,,,,,,,Total payment due in 14 days.,Total in words: one hundred and twenty-seven point seven five,,Eye much.,1.0,47.64,47.64,,,,,,
test_10.json,,INV/01-62/982,2007-08-04,2001-01-15,"Kirk, Murphy and Daniels",,Austin Allen,"479 Kenneth Spring, Jacobport, FL 21911 US",pprice@example.org,+(540)523-0937,https://www.williams.com/,,,5.57,127.75,,,,,,,Total payment due in 14 days.,Total in words: one hundred and twenty-seven point seven five,,Tonight unit record.,2.0,8.59,17.18,,,,,,
test_11.json,,5Y6M5d-505,2012-07-21,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Kimberly Bradford,"08222 Henry Burg Apt. 346, North Kevin, MA 51614 US",robert40@example.com,+(675)084-8941,http://riley.biz/,724.37,,,761.08,,,,,,,Total in words: seven hundred and sixty-one point zero eight,,,Quite worker.,1.0,5.18,5.18,,,,,,
test_11.json,,5Y6M5d-505,2012-07-21,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Kimberly Bradford,"08222 Henry Burg Apt. 346, North Kevin, MA 51614 US",robert40@example.com,+(675)084-8941,http://riley.biz/,724.37,,,761.08,,,,,,,Total in words: seven hundred and sixty-one point zero eight,,,Reveal prepare.,6.0,36.35,218.1,,,,,,
test_11.json,,5Y6M5d-505,2012-07-21,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Kimberly Bradford,"08222 Henry Burg Apt. 346, North Kevin, MA 51614 US",robert40@example.com,+(675)084-8941,http://riley.biz/,724.37,,,761.08,,,,,,,Total in words: seven hundred and sixty-one point zero eight,,,List.,6.0,43.23,259.38,,,,,,
test_11.json,,5Y6M5d-505,2012-07-21,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Kimberly Bradford,"08222 Henry Burg Apt. 346, North Kevin, MA 51614 US",robert40@example.com,+(675)084-8941,http://riley.biz/,724.37,,,761.08,,,,,,,Total in words: seven hundred and sixty-one point zero eight,,,Another human assume.,3.0,80.57,241.71,,,,,,
test_12.json,,INV24437684,2013-07-09,,,,,,,,,437.53,,,437.53,,,,,,,Total in words: four hundred and thirty-two point seven seven,Will be charged if payment is not made within the due date.,,Same service tree.,4.0,66.35,265.4,,,,,,
test_12.json,,INV24437684,2013-07-09,,,,,,,,,437.53,,,437.53,,,,,,,Total in words: four hundred and thirty-two point seven seven,Will be charged if payment is not made within the due date.,,Professional black investment stock.,3.0,27.09,81.27,,,,,,
test_12.json,,INV24437684,2013-07-09,,,,,,,,,437.53,,,437.53,,,,,,,Total in words: four hundred and thirty-two point seven seven,Will be charged if payment is not made within the due date.,,Agree health.,1.0,90.86,90.86,,,,,,
test_13.json,,8236-546,2002-05-19,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Kimberly Barber,"4252 Lee Flat, Rayfurt, ID 38046 US",grahamrichard@example.org,+(001)443-2835,https://www.payne.com/,558.36,,,572.58,,,,,,,Total in words: five hundred and seventy-two point five eight,,,Suggest natural election.,6.0,37.67,226.02,,,,,,
test_13.json,,8236-546,2002-05-19,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Kimberly Barber,"4252 Lee Flat, Rayfurt, ID 38046 US",grahamrichard@example.org,+(001)443-2835,https://www.payne.com/,558.36,,,572.58,,,,,,,Total in words: five hundred and seventy-two point five eight,,,Market who question.,6.0,55.39,332.34,,,,,,
test_2.json,,3Y3M8d-350,2001-03-17,,,,George Bowman,"7931 White Mission Apt. 499, Lake Timothy, KY 28497 US",ericl96@example.net,+(696)444-4114,http://www.gray-hendrix.net/,482.96,,,482.96,,,,,,,,Please send payment within 8 days of receiving this invoice. There will be a 2.5% interest charge per month on late invoices. Please include the Invoice number in your payment notes.,,,5.0,84.31,421.55,,,,,,
test_2.json,,3Y3M8d-350,2001-03-17,,,,George Bowman,"7931 White Mission Apt. 499, Lake Timothy, KY 28497 US",ericl96@example.net,+(696)444-4114,http://www.gray-hendrix.net/,482.96,,,482.96,,,,,,,,Please send payment within 8 days of receiving this invoice. There will be a 2.5% interest charge per month on late invoices. Please include the Invoice number in your payment notes.,,,1.0,61.41,61.41,,,,,,
test_3.json,,8643-519,2020-04-04,,,,,,,,,557.7,,,557.7,,,,,,,Total in words: five hundred and seventy-eight point nine two,Will be charged if payment is not made within the due date.,,Purpose.,2.0,98.59,197.18,,,,,,
test_3.json,,8643-519,2020-04-04,,,,,,,,,557.7,,,557.7,,,,,,,Total in words: five hundred and seventy-eight point nine two,Will be charged if payment is not made within the due date.,,Key recent.,4.0,90.13,360.52,,,,,,
test_4.json,,1966-282,2000-02-09,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Morgan Walker,"301 Gutierrez Trafficway, North Arielhaven, TN 28123 US",zcarroll@example.org,+(702)729-3859,http://hill.com/,577.31,,,606.07,,,,,,,Total in words: six hundred and six point zero seven,,,Phone country identify.,3.0,36.93,110.79,,,,,,
test_4.json,,1966-282,2000-02-09,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Morgan Walker,"301 Gutierrez Trafficway, North Arielhaven, TN 28123 US",zcarroll@example.org,+(702)729-3859,http://hill.com/,577.31,,,606.07,,,,,,,Total in words: six hundred and six point zero seven,,,Threat list.,5.0,59.18,295.9,,,,,,
test_4.json,,1966-282,2000-02-09,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Morgan Walker,"301 Gutierrez Trafficway, North Arielhaven, TN 28123 US",zcarroll@example.org,+(702)729-3859,http://hill.com/,577.31,,,606.07,,,,,,,Total in words: six hundred and six point zero seven,,,Image detail.,2.0,11.46,22.92,,,,,,
test_4.json,,1966-282,2000-02-09,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Morgan Walker,"301 Gutierrez Trafficway, North Arielhaven, TN 28123 US",zcarroll@example.org,+(702)729-3859,http://hill.com/,577.31,,,606.07,,,,,,,Total in words: six hundred and six point zero seven,,,Set election.,5.0,29.54,147.7,,,,,,
test_5.json,,2Y5M7d-039,2017-01-04,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Ashley Small,"0726 Solomon Light, North Matthewmouth, NC 06238 US",laurenweaver@example.net,+(076)868-8594,http://www.kennedy-potts.com/,876.64,,,903.67,,,,,,,Total in words: nine hundred and three point six seven,,,Guy treat blood picture.,3.0,15.74,47.22,,,,,,
test_5.json,,2Y5M7d-039,2017-01-04,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Ashley Small,"0726 Solomon Light, North Matthewmouth, NC 06238 US",laurenweaver@example.net,+(076)868-8594,http://www.kennedy-potts.com/,876.64,,,903.67,,,,,,,Total in words: nine hundred and three point six seven,,,Much everything.,5.0,54.44,272.2,,,,,,
test_5.json,,2Y5M7d-039,2017-01-04,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Ashley Small,"0726 Solomon Light, North Matthewmouth, NC 06238 US",laurenweaver@example.net,+(076)868-8594,http://www.kennedy-potts.com/,876.64,,,903.67,,,,,,,Total in words: nine hundred and three point six seven,,,Garden main issue.,6.0,92.28,553.68,,,,,,
test_5.json,,2Y5M7d-039,2017-01-04,,Robinson-Carson,"28713 Hart Fort Suite 267, Stewarttown, MI 55458 US",Ashley Small,"0726 Solomon Light, North Matthewmouth, NC 06238 US",laurenweaver@example.net,+(076)868-8594,http://www.kennedy-potts.com/,876.64,,,903.67,,,,,,,Total in words: nine hundred and three point six seven,,,Music look though.,3.0,1.18,3.54,,,,,,
test_6.json,,1480-718,2019-03-29,2021-01-11,"Kirk, Murphy and Daniels",,Amber Neal,"3176 Philip Crossroad Suite 183, Mikestad, MH 41454 US",chavezwilliam@example.net,+(619)205-1564,http://www.lane.biz/,,,19.07,435.75,,,,,,,Total in words: four hundred and thirty-five point seven five,All payments to be made in cash. Contact us for queries on these quotations.,,Democratic ready.,1.0,80.25,80.25,,,,,,
test_6.json,,1480-718,2019-03-29,2021-01-11,"Kirk, Murphy and Daniels",,Amber Neal,"3176 Philip Crossroad Suite 183, Mikestad, MH 41454 US",chavezwilliam@example.net,+(619)205-1564,http://www.lane.biz/,,,19.07,435.75,,,,,,,Total in words: four hundred and thirty-five point seven five,All payments to be made in cash. Contact us for queries on these quotations.,,Personal full quite.,2.0,82.6,165.2,,,,,,
test_6.json,,1480-718,2019-03-29,2021-01-11,"Kirk, Murphy and Daniels",,Amber Neal,"3176 Philip Crossroad Suite 183, Mikestad, MH 41454 US",chavezwilliam@example.net,+(619)205-1564,http://www.lane.biz/,,,19.07,435.75,,,,,,,Total in words: four hundred and thirty-five point seven five,All payments to be made in cash. Contact us for queries on these quotations.,,Very inside part.,2.0,96.21,192.42,,,,,,
test_7.json,,INV/25-00/951,2008-08-10,,"King, Richards and Roy",,Margaret Moyer,"4056 Peter Avenue, Port Phillip, FM 76575 US",johnchoa@example.org,+1(401)72-5002,,,,,408.37,,,,,,,Total in words: four hundred and eight point three seven,Total payment due in 14 days.,,Nearly term network.,5.0,32.18,160.9,,,,smithjeffrey@example.net,,https://hall.com/
test_7.json,,INV/25-00/951,2008-08-10,,"King, Richards and Roy",,Margaret Moyer,"4056 Peter Avenue, Port Phillip, FM 76575 US",johnchoa@example.org,+1(401)72-5002,,,,,408.37,,,,,,,Total in words: four hundred and eight point three seven,Total payment due in 14 days.,,Drug they most.,6.0,35.34,212.04,,,,smithjeffrey@example.net,,https://hall.com/
test_7.json,,INV/25-00/951,2008-08-10,,"King, Richards and Roy",,Margaret Moyer,"4056 Peter Avenue, Port Phillip, FM 76575 US",johnchoa@example.org,+1(401)72-5002,,,,,408.37,,,,,,,Total in words: four hundred and eight point three seven,Total payment due in 14 days.,,Pass life.,1.0,25.59,25.59,,,,smithjeffrey@example.net,,https://hall.com/
test_8.json,,INV/15-21/217,2001-09-08,2018-09-10,"Kirk, Murphy and Daniels",,Miguel Valentine,"55793 Michael Trail Apt. 823, Gibsonport, FL 60164 US",iford@example.com,+(088)190-6271,http://www.peterson.biz/,,,16.64,399.72,,,,,,,Thank you for your business! Total in words: three hundred and ninety-nine point seven two,,,Baby son.,6.0,6.41,38.46,,,,,,
test_8.json,,INV/15-21/217,2001-09-08,2018-09-10,"Kirk, Murphy and Daniels",,Miguel Valentine,"55793 Michael Trail Apt. 823, Gibsonport, FL 60164 US",iford@example.com,+(088)190-6271,http://www.peterson.biz/,,,16.64,399.72,,,,,,,Thank you for your business! Total in words: three hundred and ninety-nine point seven two,,,Already cost century.,6.0,60.55,363.3,,,,,,
test_9.json,,,2018-08-07,2014-09-18,Stein-Fernandez,"0344 Jonathan Club, Port Patriciahsire, PW 72063 US",Anthony Harris,"981 William Road Apt. 110, Joshuaborough, RI 05401 US",markalvarez@example.org,+(810)717-6629,http://www.martin-delgado.com/,586.56,21.53,20.77,600.17,,,,,,,This order is shipped through blue dart courier. Total in words: six hundred point one seven,Will be charged if payment is not made within the due date.,,Reduce state.,6.0,79.98,479.88,,,,,,
test_9.json,,,2018-08-07,2014-09-18,Stein-Fernandez,"0344 Jonathan Club, Port Patriciahsire, PW 72063 US",Anthony Harris,"981 William Road Apt. 110, Joshuaborough, RI 05401 US",markalvarez@example.org,+(810)717-6629,http://www.martin-delgado.com/,586.56,21.53,20.77,600.17,,,,,,,This order is shipped through blue dart courier. Total in words: six hundred point one seven,Will be charged if payment is not made within the due date.,,Yourself.,6.0,17.78,106.68,,,,,,
